seed_id,k,v,t,n,seed,count_symbols,min_unique_pairs,sum_unique_pairs,collision_penalty,lag_unique_counts,position_covered,position_missing,position_pct,position_pair_counts,full_covered,full_missing,full_pct,full_pair_counts
130,11,2,3,11,0 1 0 0 0 0 1 1 1 0 1,6 5,,,,,1166,154,88.333333,8 7 6 8 8 7 7 6 8 6 7 6 8 8 7 7 7 7 7 6 7 6 6 6 7 8 7 7 8 8 8 8 6 8 8 8 6 7 7 6 7 7 7 6 8 8 7 6 8 8 7 7 6 6 7 6 8 8 7 7 7 7 6 7 6 6 7 8 7 7 8 8 8 6 8 8 6 7 6 7 7 8 7 6 8 8 7 7 6 7 6 8 8 7 7 7 6 7 6 7 8 7 7 8 8 6 8 6 6 8 7 6 8 8 7 6 7 6 8 8 7 7 6 7 7 8 7 8 8 8 8 7 6 8 8 6 7 6 8 7 7 6 7 8 8 8 7 6 8 6 7 6 7 7 7 8 7 6 6 7 7 8 7 6 8,958,362,72.575758,6 6 6 6 5 6 6 6 7 6 5 5 6 6 5 6 6 5 6 6 6 5 6 7 5 6 6 4 6 6 7 7 5 7 6 7 6 6 7 6 6 6 6 6 7 5 5 5 5 4 5 5 5 6 6 6 5 7 6 6 5 6 5 6 5 6 6 5 6 5 6 6 7 5 7 6 5 5 6 6 6 4 6 5 4 5 6 5 5 5 5 4 6 5 6 6 5 6 5 5 5 6 5 5 6 4 6 5 6 5 6 5 5 6 6 6 6 6 5 7 6 7 6 7 6 6 5 6 7 7 6 6 5 6 6 5 6 6 6 6 6 5 6 6 6 7 7 6 7 6 6 6 7 6 7 7 7 6 6 7 7 6 6 6 7
131,11,2,3,11,0 1 0 0 0 0 1 1 1 1 0,6 5,,,,,1166,154,88.333333,7 8 7 7 8 6 6 8 7 8 7 8 6 7 7 7 8 6 7 8 6 8 8 7 6 7 6 6 6 7 8 6 8 7 8 7 8 7 6 7 7 6 8 8 7 7 8 7 7 8 6 6 8 8 7 8 6 7 7 7 6 7 8 6 8 8 6 7 6 6 6 8 6 8 7 7 8 7 7 7 8 7 8 7 7 8 6 6 8 7 8 6 7 7 6 7 8 6 8 6 7 6 6 8 6 8 7 8 7 7 8 7 7 8 6 8 7 8 6 7 6 7 8 6 6 7 6 8 6 7 7 8 7 7 8 8 7 8 6 6 7 8 6 7 8 7 8 7 7 8 7 8 6 7 6 7 8 7 8 7 6 7 8 8 7,1138,182,86.212121,7 8 7 6 8 7 7 8 7 7 7 8 7 6 8 6 7 7 8 8 6 7 7 7 7 6 6 6 7 6 8 7 8 6 7 6 8 8 7 7 7 7 8 7 7 7 7 7 5 7 7 7 7 7 7 8 7 7 8 7 7 8 8 6 6 7 7 6 6 6 7 8 7 7 6 7 7 8 6 6 7 7 7 7 5 7 7 6 6 7 7 7 7 7 7 8 8 6 7 7 6 6 6 8 7 7 7 7 6 7 7 7 5 7 6 5 7 8 7 7 7 8 8 6 7 6 6 8 6 7 7 7 7 5 7 4 7 8 7 7 8 7 7 5 7 7 8 7 6 5 7 8 7 8 7 7 8 7 6 7 7 7 8 7 7
132,11,2,3,11,0 1 0 0 0 1 0 0 1 1 1,6 5,,,,,1166,154,88.333333,8 8 8 6 6 7 8 7 8 7 8 7 7 6 6 8 8 8 6 7 7 7 7 8 7 6 7 7 7 6 6 7 7 6 6 6 7 6 7 8 8 8 8 7 8 8 8 8 6 6 7 8 7 7 8 7 7 6 6 8 8 6 7 7 7 7 7 6 7 7 7 6 7 7 6 6 7 6 8 8 8 8 8 8 6 6 7 8 7 8 7 7 6 6 8 6 7 7 7 7 6 7 7 6 7 7 6 7 8 8 8 8 6 6 7 7 8 7 7 6 8 6 7 7 7 6 7 6 7 6 8 8 8 6 6 7 8 7 7 8 6 7 7 6 6 8 8 8 6 7 8 7 8 6 7 8 8 8 7 8 8 8 8 7 8,995,325,75.378788,8 8 7 6 4 6 7 7 8 8 7 6 6 7 6 6 7 7 6 6 7 7 6 7 6 5 6 7 6 6 4 5 6 6 5 5 5 5 6 7 6 7 6 7 7 8 7 7 6 5 6 6 7 8 7 6 6 7 6 7 7 5 6 7 7 6 5 5 6 6 7 4 5 5 6 6 5 6 7 7 7 7 7 6 7 5 5 7 7 6 6 6 6 6 6 6 6 6 6 6 5 5 6 5 5 6 5 6 6 6 6 7 7 5 6 6 6 6 6 6 6 6 5 6 7 5 6 5 6 6 5 6 6 6 5 5 5 5 5 7 6 6 7 6 5 4 5 5 6 6 5 6 7 6 6 5 4 6 5 6 6 6 5 6 7
133,11,2,3,11,0 1 0 0 0 1 0 1 0 1 1,6 5,,,,,1177,143,89.166667,7 7 7 7 7 6 7 7 7 7 7 6 8 8 8 7 7 7 8 7 8 7 6 7 6 8 8 8 8 7 7 8 7 8 7 7 6 8 6 7 7 7 7 7 7 7 7 7 7 7 6 7 7 7 7 6 8 8 8 7 7 8 7 8 7 6 6 8 8 8 8 7 8 7 8 7 6 8 7 7 7 7 7 7 7 7 6 7 7 7 6 8 8 8 7 8 7 8 7 6 8 8 8 7 8 7 7 6 7 7 7 7 7 7 6 7 7 6 8 8 7 8 7 8 6 8 8 7 8 7 7 7 7 7 7 7 7 6 8 7 8 7 6 8 7 7 7 7 7 7 7 6 7 8 6 7 7 7 7 7 7 7 7 7 7,948,372,71.818182,6 7 7 5 6 6 5 5 6 7 7 6 6 6 6 5 6 6 7 7 6 5 5 6 7 7 6 6 5 5 6 6 6 5 6 6 6 5 6 5 4 5 4 5 5 7 7 7 5 6 6 5 6 7 7 7 7 5 5 6 7 7 7 6 5 6 7 7 6 5 6 6 6 5 6 6 5 6 4 5 5 7 7 7 6 6 5 6 7 7 7 6 5 6 7 7 6 5 6 7 6 5 6 5 5 6 5 6 5 6 6 6 6 5 6 6 6 6 5 6 6 6 5 5 6 5 5 4 4 4 6 6 6 5 6 6 6 5 6 6 5 6 5 6 5 6 6 5 6 6 5 6 5 6 5 6 5 5 5 5 4 5 5 4 4
134,11,2,3,11,0 1 0 0 0 1 0 1 1 0 1,6 5,,,,,1177,143,89.166667,7 7 7 6 7 7 7 7 7 7 7 8 8 8 6 7 7 7 6 7 8 7 8 7 7 8 8 8 8 6 7 8 7 8 7 6 8 6 7 7 7 7 7 7 7 7 7 7 6 7 7 7 7 7 7 8 8 8 6 7 7 6 7 8 7 8 7 8 8 8 8 7 8 7 8 6 8 6 7 7 7 7 7 7 6 7 7 7 7 7 8 8 8 6 7 6 7 8 7 7 8 8 8 7 8 7 6 8 7 7 7 7 6 7 7 7 7 8 8 8 7 6 7 8 7 8 8 7 8 6 7 7 7 6 7 7 7 8 8 7 6 7 7 8 7 7 7 7 6 7 7 8 7 6 7 7 7 7 7 7 7 7 7 7 7,948,372,71.818182,6 7 7 7 6 5 6 6 6 7 7 7 6 5 6 6 6 7 6 6 5 6 7 7 5 6 5 6 7 7 6 5 6 6 6 5 6 6 6 5 5 5 6 6 6 7 7 6 6 5 6 6 6 7 7 6 5 6 7 7 7 6 5 6 7 7 5 5 6 6 7 5 6 6 6 5 5 5 6 6 6 7 7 6 5 6 6 7 7 6 5 5 7 7 6 5 5 6 7 4 4 5 5 4 5 5 6 6 6 6 6 5 6 6 5 6 5 6 6 6 5 6 6 6 5 5 5 5 6 7 6 5 5 6 6 5 5 6 6 4 5 5 6 6 6 5 5 5 6 4 4 5 5 6 6 4 4 4 5 5 5 5 5 5 6
135,11,2,3,11,0 1 0 0 0 1 0 1 1 1 0,6 5,,,,,1166,154,88.333333,8 7 8 7 6 6 8 8 8 8 8 6 6 7 7 8 7 8 7 7 7 7 6 8 6 7 7 7 6 7 6 6 7 7 6 7 6 7 6 8 8 8 7 8 8 8 7 8 7 6 6 8 8 8 8 6 6 7 7 8 8 7 7 7 7 6 6 7 7 7 6 6 6 7 7 7 6 7 8 8 7 8 7 8 7 6 6 8 8 8 6 6 7 7 8 7 7 7 7 6 7 7 7 6 6 7 7 6 8 8 7 8 7 6 6 8 8 6 6 7 8 7 7 7 6 7 7 6 6 7 8 7 8 7 6 8 8 6 6 8 7 7 6 7 6 8 7 8 7 8 8 6 8 7 6 8 7 8 8 8 8 8 7 8 8,995,325,75.378788,6 7 7 6 5 6 6 6 5 7 7 6 6 6 6 6 6 7 6 6 6 6 6 6 6 7 6 6 5 5 5 6 6 5 4 6 6 6 6 7 5 5 6 5 4 7 8 7 6 5 7 7 6 7 7 6 6 6 6 6 7 6 7 7 6 5 6 6 7 6 5 5 6 6 5 7 6 5 7 5 5 8 8 7 5 5 7 6 8 7 6 7 6 6 7 6 7 7 6 6 6 6 6 5 5 5 7 6 6 8 7 6 6 5 6 7 6 6 7 6 6 6 6 6 5 5 5 5 5 6 8 7 7 6 4 7 7 6 6 7 5 5 6 5 4 7 7 7 6 6 6 5 7 5 5 7 6 6 5 6 6 6 5 4 5
136,11,2,3,11,0 1 0 0 0 1 1 0 0 1 1,6 5,,,,,1177,143,89.166667,7 6 8 8 7 6 8 7 7 7 7 7 7 7 7 7 6 8 7 8 7 8 7 8 6 7 7 7 7 8 7 7 8 7 7 8 7 7 6 8 7 8 6 7 7 7 6 8 8 7 6 8 7 7 7 7 7 7 7 7 8 7 8 7 8 7 6 7 7 7 7 7 7 8 7 8 7 7 8 7 6 7 6 8 8 7 6 8 7 7 7 7 7 7 8 7 8 7 8 6 7 7 7 7 7 8 8 7 8 7 6 8 8 7 6 7 7 7 7 7 8 7 8 7 6 7 7 7 7 8 7 6 8 8 7 7 7 7 7 8 7 8 6 7 7 7 6 8 8 7 7 7 8 7 6 7 6 8 7 7 8 7 6 7 7,1065,255,80.681818,6 7 7 7 8 8 7 6 7 7 6 6 7 6 7 5 7 7 6 8 7 8 6 7 7 6 7 7 6 7 6 6 7 6 7 8 6 6 8 8 5 6 6 6 6 6 6 7 8 8 7 6 7 7 6 6 7 5 7 6 7 6 8 7 7 7 7 6 6 6 7 6 6 6 7 7 6 7 7 6 6 6 6 8 8 7 6 7 6 5 6 6 5 6 6 6 7 6 7 8 6 6 6 7 5 7 6 6 6 6 6 8 8 6 7 6 5 6 6 6 6 6 7 7 8 6 7 7 6 7 6 6 7 7 5 6 5 6 6 5 6 7 7 6 7 6 6 7 7 6 5 6 5 6 7 6 6 8 6 5 6 6 6 6 6
137,11,2,3,11,0 1 0 0 0 1 1 0 1 0 1,6 5,,,,,1111,209,84.166667,7 5 7 7 7 7 7 7 7 7 8 6 7 7 7 8 5 7 7 6 6 6 6 7 7 7 6 6 7 7 7 7 6 7 7 7 6 7 7 7 8 7 5 7 7 7 5 7 7 7 7 7 7 7 8 6 7 7 7 8 7 7 6 6 6 6 7 7 6 6 7 7 7 6 7 7 6 7 7 8 5 7 5 7 7 7 7 7 7 8 6 7 7 7 7 7 6 6 6 7 7 6 6 7 7 6 7 6 7 7 5 7 7 7 7 7 8 6 7 7 7 7 6 6 7 7 6 7 7 7 7 5 7 7 7 7 8 6 7 7 7 6 7 7 7 7 5 7 7 7 8 6 7 7 7 7 5 7 7 8 7 7 5 7 7,864,456,65.454545,5 7 6 5 5 5 5 6 6 6 6 5 5 5 5 6 6 6 5 5 5 5 6 6 5 5 5 5 6 6 4 4 4 5 5 5 5 5 5 5 6 5 6 6 6 6 6 5 5 5 5 5 6 5 5 6 6 6 6 7 5 5 5 5 5 6 4 4 4 4 5 5 5 4 5 5 5 5 5 6 6 6 5 6 6 6 6 6 4 4 5 5 5 5 4 4 4 4 4 5 5 4 4 5 5 4 5 5 5 5 6 6 6 6 6 5 5 5 5 5 5 5 5 5 6 6 5 6 6 6 4 5 5 5 5 6 6 5 5 6 6 5 6 6 6 5 5 4 4 5 5 4 5 5 5 6 6 5 6 6 5 6 6 6 6
138,11,2,3,11,0 1 0 0 0 1 1 0 1 1 0,6 5,,,,,1111,209,84.166667,7 7 7 6 6 7 7 7 7 7 7 7 5 7 7 7 7 7 7 6 8 6 7 7 7 7 8 8 5 6 6 5 6 7 6 6 7 7 7 7 7 7 7 7 7 7 7 7 6 6 7 7 7 7 7 7 5 7 7 7 7 7 6 8 6 7 7 7 8 8 5 6 5 6 7 6 7 7 7 7 7 7 7 7 6 6 7 7 7 7 7 5 7 7 7 7 6 8 6 7 7 8 8 6 5 6 6 7 7 7 7 7 6 6 7 7 7 7 5 7 7 7 6 8 7 7 8 6 5 6 7 7 7 6 6 7 7 7 5 7 7 6 7 7 6 7 7 7 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7,1038,282,78.636364,6 6 7 6 6 7 7 7 7 6 6 5 7 7 5 6 6 7 5 6 8 6 7 7 6 6 7 7 6 6 5 5 5 6 5 7 7 6 7 7 7 7 7 7 7 6 6 6 6 6 7 7 7 5 6 6 7 7 5 6 6 6 6 7 6 6 7 6 7 7 6 6 5 6 7 7 7 6 7 7 7 6 5 6 7 6 7 7 5 5 6 6 6 5 6 5 5 6 5 7 7 6 8 6 6 6 7 7 7 6 6 6 7 6 6 6 5 6 6 6 7 6 6 7 7 7 6 6 6 7 6 6 6 7 5 6 6 6 5 7 6 5 7 6 5 6 7 6 7 6 6 6 7 6 7 7 7 6 7 7 7 7 7 7 7
139,11,2,3,11,0 1 0 0 0 1 1 1 0 0 1,6 5,,,,,1177,143,89.166667,8 7 6 8 7 8 7 7 8 7 7 7 8 6 7 7 7 7 7 7 7 7 7 6 8 6 7 7 8 8 7 8 7 6 7 8 7 7 8 6 7 7 7 7 8 8 7 6 8 7 8 7 7 7 7 7 8 6 7 7 7 7 7 7 7 7 8 6 7 7 8 7 8 7 6 8 7 7 6 7 7 8 7 6 8 7 8 7 7 7 7 8 6 7 7 7 7 7 7 8 6 7 7 7 8 7 8 7 6 8 7 6 8 7 8 7 7 7 8 6 7 7 7 7 8 6 7 7 8 8 8 7 6 8 7 7 7 7 8 7 7 7 8 6 7 8 7 6 8 7 7 7 7 7 8 8 7 6 7 7 7 8 7 7 8,989,331,74.924242,5 7 7 7 7 6 6 6 6 6 7 7 7 6 6 7 6 6 6 6 7 5 6 7 7 7 7 5 6 8 6 6 6 6 6 7 5 6 6 5 6 7 5 5 6 6 7 7 7 6 6 6 6 6 7 7 7 6 6 8 6 6 6 6 5 7 7 6 6 5 6 6 6 6 7 6 5 7 5 6 6 7 7 7 6 6 7 6 6 7 6 6 6 6 6 5 5 6 5 6 6 6 6 5 5 5 6 5 6 7 7 7 5 6 8 6 6 6 6 6 6 5 6 7 5 6 5 5 5 7 7 6 6 5 6 6 5 6 7 5 5 7 4 5 6 6 6 6 6 5 4 5 5 5 5 5 6 6 5 5 6 4 5 6 5
140,11,2,3,11,0 1 0 0 0 1 1 1 0 1 0,6 5,,,,,1265,55,95.833333,8 8 8 7 8 8 7 7 8 7 8 8 7 8 7 8 8 7 7 8 8 8 8 8 8 8 8 8 7 7 8 7 8 8 8 7 8 7 8 8 8 7 8 7 8 8 8 8 7 8 8 7 7 7 8 8 7 8 7 8 7 7 8 8 8 8 8 8 8 8 7 8 7 8 8 7 8 7 8 8 8 8 8 8 7 8 8 7 7 8 8 7 8 7 7 7 8 8 8 8 8 8 8 8 7 8 7 8 8 8 8 8 7 8 8 7 8 8 7 8 7 7 8 8 8 8 8 8 7 7 8 8 8 7 8 7 8 8 7 7 7 8 8 8 8 8 8 8 7 7 8 8 7 7 8 8 8 8 7 8 7 8 8 7 8,1100,220,83.333333,6 7 6 7 7 7 7 6 5 7 6 7 7 7 7 6 6 7 6 7 6 7 6 5 7 7 7 7 6 6 7 6 7 6 6 7 6 6 6 7 6 6 6 5 4 7 8 6 8 8 7 7 6 7 7 7 7 7 7 5 8 6 8 7 7 6 8 8 7 6 6 8 7 6 6 7 7 6 7 5 5 8 8 5 8 7 7 6 8 8 7 8 7 6 8 7 8 7 6 8 8 7 6 8 6 6 6 6 6 8 8 6 7 6 6 8 8 7 7 6 8 7 7 6 7 7 6 7 5 5 8 8 5 7 6 8 8 7 6 8 7 6 7 6 6 7 8 6 6 8 7 6 7 6 6 6 7 6 7 6 6 6 6 6 5
141,11,2,3,11,0 1 0 0 0 1 1 1 1 0 0,6 5,,,,,1166,154,88.333333,7 7 6 8 8 8 6 7 7 7 7 7 8 8 7 7 7 6 7 6 6 6 7 6 8 8 6 6 8 8 8 8 6 8 8 8 7 7 8 6 7 6 7 7 7 7 7 6 8 8 8 6 7 7 7 7 8 8 7 7 6 7 6 6 6 7 8 8 6 6 8 8 8 6 8 8 7 7 6 7 7 7 7 6 8 8 8 6 7 7 7 8 8 7 6 7 6 6 6 8 8 6 6 8 8 6 8 7 6 7 7 6 8 8 8 7 7 7 8 8 6 7 6 6 8 8 6 8 8 8 7 7 6 8 8 7 7 7 8 6 7 6 8 8 8 7 7 6 8 7 7 7 6 7 8 7 7 6 7 7 6 7 7 7 7,1049,271,79.469697,7 6 7 6 4 6 7 6 7 7 7 5 7 6 5 8 6 7 7 6 7 6 6 7 6 7 7 7 6 7 6 6 6 7 5 6 7 6 7 6 7 6 7 6 7 7 6 6 7 5 7 7 6 7 7 6 7 6 6 8 6 7 6 7 6 5 6 6 7 7 6 6 7 6 7 6 7 5 7 7 7 7 6 6 7 6 7 6 6 7 6 7 7 6 6 6 6 7 5 6 7 7 6 6 7 5 7 6 6 6 6 6 7 7 7 6 6 7 7 7 6 7 6 7 6 7 7 7 7 7 5 5 6 6 6 6 7 7 7 6 7 6 7 7 6 4 6 6 6 5 6 6 6 6 7 5 6 6 6 7 6 6 6 6 7
142,11,2,3,11,0 1 0 0 1 0 0 0 1 1 1,6 5,,,,,1265,55,95.833333,8 8 8 7 8 8 7 7 8 7 8 8 7 8 7 8 8 7 7 8 8 8 8 8 8 8 8 8 7 7 8 7 8 8 8 7 8 7 8 8 8 7 8 7 8 8 8 8 7 8 8 7 7 7 8 8 7 8 7 8 7 7 8 8 8 8 8 8 8 8 7 8 7 8 8 7 8 7 8 8 8 8 8 8 7 8 8 7 7 8 8 7 8 7 7 7 8 8 8 8 8 8 8 8 7 8 7 8 8 8 8 8 7 8 8 7 8 8 7 8 7 7 8 8 8 8 8 8 7 7 8 8 8 7 8 7 8 8 7 7 7 8 8 8 8 8 8 8 7 7 8 8 7 7 8 8 8 8 7 8 7 8 8 7 8,1100,220,83.333333,5 6 7 6 7 7 7 7 6 5 5 6 5 6 6 6 6 7 7 7 7 7 6 7 7 7 7 7 7 7 7 8 8 8 8 7 7 7 7 5 8 8 8 8 6 4 5 6 5 6 6 6 6 6 6 6 6 6 6 6 7 7 7 6 6 7 7 7 7 7 6 6 7 7 7 7 7 7 6 7 7 5 6 5 6 6 6 6 6 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 6 7 7 7 7 6 7 7 7 7 6 7 6 7 7 7 7 6 7 7 8 6 8 8 7 7 7 7 8 6 8 8 8 8 8 8 5 8 8 8 7 8 7 8 8 8 6 8 8 8 8 8 8 7
143,11,2,3,11,0 1 0 0 1 0 0 1 0 1 1,6 5,,,,,891,429,67.500000,6 6 5 5 6 5 5 6 6 6 5 6 5 5 6 5 6 5 6 6 4 6 6 5 5 5 4 4 5 5 6 5 6 5 6 5 6 6 5 5 5 5 6 6 6 6 6 5 5 6 5 5 6 6 5 6 5 5 6 5 5 6 6 4 6 6 5 5 4 4 5 6 5 6 5 5 6 6 5 5 6 6 6 5 5 6 5 5 6 5 6 5 5 6 5 6 6 4 6 5 5 4 4 6 5 6 5 6 5 6 6 5 5 6 5 6 5 6 5 5 5 6 6 4 5 5 4 6 5 5 6 6 5 5 6 6 5 6 5 5 6 6 5 5 6 6 6 5 5 6 5 6 5 6 5 6 6 5 6 5 5 6 6 6 6,859,461,65.075758,6 6 5 5 6 5 4 5 6 6 5 6 5 5 5 5 6 5 6 6 4 5 6 5 5 5 4 4 5 5 6 5 5 5 6 5 5 5 5 4 5 4 5 5 6 6 6 5 5 6 5 4 6 6 5 6 5 5 5 5 5 6 6 4 5 6 5 5 4 4 5 6 5 4 5 5 5 5 4 5 5 6 6 5 5 6 5 5 6 5 6 5 5 6 5 6 6 4 6 5 5 4 4 6 5 5 5 6 5 6 6 5 5 6 5 6 5 6 5 5 5 6 5 4 5 5 4 6 5 5 6 6 5 5 6 6 5 5 5 5 6 5 5 5 6 6 6 4 5 6 5 5 5 6 5 6 5 4 5 5 4 6 5 5 6
144,11,2,3,11,0 1 0 0 1 0 0 1 1 0 1,6 5,,,,,1166,154,88.333333,6 7 6 6 7 7 7 6 6 6 8 8 7 8 8 8 7 7 8 7 8 7 8 6 7 8 8 8 7 6 7 7 7 8 7 6 8 8 7 6 8 7 7 6 6 6 7 6 6 7 7 7 6 6 8 8 7 8 8 8 7 8 7 8 7 8 7 8 8 8 7 7 7 7 8 6 8 8 6 8 7 6 7 6 6 7 7 7 6 8 8 7 8 8 7 8 7 8 7 7 8 8 8 7 7 7 6 8 6 6 7 6 6 7 7 6 8 8 7 8 7 8 7 8 7 8 8 7 7 6 6 7 6 6 7 6 8 8 7 7 8 7 7 8 7 6 7 6 6 6 8 8 7 8 7 6 7 6 6 8 7 6 7 6 6,986,334,74.696970,5 5 6 7 6 6 7 7 6 5 5 5 5 5 5 6 5 6 6 5 5 6 6 6 7 7 6 7 7 7 7 7 6 6 6 6 7 7 7 7 6 7 6 7 6 5 5 6 6 5 6 6 6 5 6 5 4 6 6 6 6 6 4 6 6 6 6 6 7 6 6 6 7 6 6 6 6 6 7 7 6 5 6 5 5 6 6 6 5 5 4 5 6 5 5 5 5 6 5 5 5 6 5 5 6 5 6 5 6 6 6 5 6 7 7 6 6 5 6 7 5 6 6 6 6 6 6 6 7 7 6 6 6 6 7 6 7 6 7 6 6 6 7 7 6 6 6 7 7 6 7 6 7 7 7 6 6 7 6 7 7 6 5 6 6
145,11,2,3,11,0 1 0 0 1 0 0 1 1 1 0,6 5,,,,,1166,154,88.333333,6 6 8 8 7 8 8 6 6 6 6 7 7 7 7 6 6 8 7 7 8 7 7 8 8 7 8 8 7 8 7 7 7 7 7 8 7 7 8 8 6 8 6 6 6 6 6 8 8 7 8 8 6 6 6 7 7 7 7 6 8 7 7 8 7 7 8 7 8 8 7 7 7 7 7 8 7 7 8 6 6 6 6 8 8 7 8 8 6 6 7 7 7 7 8 7 7 8 7 8 7 8 8 7 7 7 8 7 8 6 6 8 8 7 8 6 6 7 7 7 8 7 7 8 8 7 8 7 7 8 6 6 8 8 7 6 6 7 7 8 7 7 8 7 7 6 6 8 8 6 6 7 8 7 8 6 6 8 6 6 8 6 6 6 6,1154,166,87.424242,6 6 8 8 8 8 8 7 7 6 6 7 7 7 7 6 6 8 6 7 8 7 6 8 8 7 8 8 7 8 6 6 7 6 7 7 7 7 8 8 6 7 7 7 7 6 6 8 8 8 8 8 7 6 6 7 7 7 7 6 8 6 7 8 7 6 8 7 7 8 7 7 6 7 6 8 6 7 8 6 7 6 7 8 8 8 8 8 6 6 7 7 7 7 8 6 6 8 6 8 7 6 8 6 7 6 8 6 8 7 7 8 8 8 8 7 6 7 6 7 8 6 7 8 8 6 7 7 7 8 7 7 7 8 7 7 6 7 6 8 7 7 7 6 6 7 7 6 7 7 6 6 7 6 7 7 7 7 7 6 6 7 7 7 7
146,11,2,3,11,0 1 0 0 1 0 1 0 0 1 1,6 5,,,,,1111,209,84.166667,6 7 7 7 6 7 5 6 6 6 7 7 7 7 7 7 7 5 7 8 7 8 7 7 7 7 7 7 7 7 6 7 8 7 6 7 7 7 7 7 7 5 7 6 6 6 7 7 7 6 7 5 6 6 7 7 7 7 7 7 5 7 8 7 8 7 7 7 7 7 7 6 7 8 7 7 7 7 7 7 7 6 7 7 7 6 7 5 6 7 7 7 7 7 5 7 8 7 8 7 7 7 7 6 7 8 7 7 7 6 7 7 7 6 7 6 7 7 7 7 5 7 8 7 7 7 7 6 7 7 6 7 7 7 6 6 7 7 7 5 7 8 7 7 6 6 7 7 7 6 7 7 5 7 7 6 7 7 6 7 5 6 7 6 6,962,358,72.878788,5 5 5 6 6 5 6 7 6 5 4 5 5 5 5 5 5 5 6 6 5 6 6 5 6 6 5 6 6 6 6 6 7 5 6 6 7 6 6 6 6 6 7 7 6 5 5 5 6 5 5 6 6 5 5 6 5 5 6 5 5 6 5 5 6 6 6 5 5 6 6 5 6 7 6 5 6 6 6 6 6 5 6 6 6 5 6 5 5 5 6 5 5 5 5 6 5 5 5 6 5 5 5 5 6 6 5 5 5 6 7 7 6 6 6 6 5 7 6 6 6 7 6 6 6 5 6 6 6 6 6 7 7 6 6 6 6 7 7 7 7 7 6 5 6 6 7 7 7 7 6 7 7 7 5 6 7 6 7 7 7 6 7 7 6
147,11,2,3,11,0 1 0 0 1 0 1 0 1 0 1,6 5,,,,,891,429,67.500000,4 5 5 5 5 5 5 5 4 5 6 6 6 6 6 6 5 5 6 6 6 6 6 5 5 6 6 6 6 5 5 6 6 6 5 5 6 6 5 5 6 5 5 5 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 5 6 6 6 6 6 5 6 6 6 6 5 6 6 6 5 6 6 5 6 5 4 5 5 5 5 5 5 5 6 6 6 6 6 5 6 6 6 6 5 6 6 6 5 6 6 5 6 5 4 5 5 5 5 5 5 6 6 6 6 5 6 6 6 5 6 6 5 6 5 4 5 5 5 5 5 6 6 6 5 6 6 5 6 5 4 5 5 5 5 6 6 5 6 5 4 5 5 5 6 5 4 5 5 4,615,705,46.590909,3 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
148,11,2,3,11,0 1 0 0 1 0 1 0 1 1 0,6 5,,,,,1166,154,88.333333,6 6 7 7 7 6 6 7 6 7 8 8 8 7 8 8 6 6 8 7 8 7 8 7 6 7 8 8 8 7 7 8 7 7 7 7 8 8 6 7 8 6 6 7 6 6 6 7 7 7 6 6 7 7 8 8 8 7 8 8 6 8 7 8 7 8 6 7 8 8 8 7 8 7 7 7 8 8 7 8 6 6 6 7 7 7 6 6 7 8 8 8 7 8 6 8 7 8 7 6 7 8 8 7 8 7 7 8 7 6 6 7 7 7 6 7 8 8 8 7 6 8 7 8 6 7 8 7 8 7 6 6 7 7 7 7 8 8 8 6 8 7 6 7 7 6 6 7 7 7 8 8 6 8 6 6 6 7 7 8 6 6 6 7 6,986,334,74.696970,5 5 6 7 7 6 5 6 6 5 5 5 6 5 4 5 5 6 6 6 6 4 6 6 7 7 7 6 7 7 6 7 6 7 7 7 6 6 6 6 7 6 6 6 6 5 5 6 6 6 5 5 6 5 6 6 6 4 5 6 6 6 6 5 5 6 7 7 6 6 7 6 6 6 6 6 6 5 5 6 6 5 6 6 6 5 6 6 5 6 5 5 5 5 6 5 5 5 5 6 6 6 6 5 5 5 5 5 5 6 7 7 6 6 7 6 7 6 6 6 7 6 6 6 6 7 7 6 6 6 6 7 7 7 6 6 6 7 6 7 7 6 6 7 7 6 6 7 7 5 7 7 7 6 7 6 6 7 6 7 7 6 6 6 6
